image,label,kind,tile_top2_mean_score,frozen_threshold,prediction,correct,best_tile_score,best_tile_box,tile_count,seconds
test/stain/155.jpg,1,stain,44.211997985839844,16.47188949584961,1,1,48.4646110534668,"384,1152,896,1664",20,78.98634524700037
test/stain/162.jpg,1,stain,35.80160140991211,16.47188949584961,1,1,43.560298919677734,"384,976,896,1488",20,79.01019567999992
test/stain/168.jpg,1,stain,16.22587013244629,16.47188949584961,0,0,16.41082000732422,"1472,768,1984,1280",20,79.04649677399993
test/stain/172.jpg,1,stain,20.585628509521484,16.47188949584961,1,1,23.092687606811523,"1472,768,1984,1280",20,79.01007836200006
test/stain/178.jpg,1,stain,43.51103210449219,16.47188949584961,1,1,47.551361083984375,"1472,976,1984,1488",20,78.06978814500008
test/stain/180.jpg,1,stain,52.6735954284668,16.47188949584961,1,1,54.46147918701172,"768,384,1280,896",20,79.69904468200002
test/stain/181.jpg,1,stain,31.714385986328125,16.47188949584961,1,1,35.52738571166992,"0,384,512,896",20,79.18177220799998
test/stain/185.jpg,1,stain,67.09104919433594,16.47188949584961,1,1,89.5056381225586,"976,768,1488,1280",20,78.96401227000024
test/stain/192.jpg,1,stain,20.525348663330078,16.47188949584961,1,1,23.74932098388672,"0,384,512,896",20,78.71960660600007
test/stain/195.jpg,1,stain,21.543474197387695,16.47188949584961,1,1,28.838041305541992,"976,768,1488,1280",20,78.67537256700007
test/stain/199.jpg,1,stain,44.99077606201172,16.47188949584961,1,1,60.535888671875,"1472,0,1984,512",20,78.91244967399962
test/stain/201.jpg,1,stain,25.743648529052734,16.47188949584961,1,1,26.892227172851562,"0,384,512,896",20,79.03697324099994
test/stain/207.jpg,1,stain,18.79991340637207,16.47188949584961,1,1,23.372488021850586,"1472,768,1984,1280",20,79.17726646400024
test/stain/208.jpg,1,stain,40.85556411743164,16.47188949584961,1,1,46.59000778198242,"768,384,1280,896",20,79.37293096500025
test/stain/209.jpg,1,stain,13.145770072937012,16.47188949584961,0,0,13.773418426513672,"384,976,896,1488",20,79.4078712290002
test/stain/211.jpg,1,stain,17.58283233642578,16.47188949584961,1,1,19.6016902923584,"1152,0,1664,512",20,79.06713861699973
test/stain/213.jpg,1,stain,14.008993148803711,16.47188949584961,0,0,14.071009635925293,"0,768,512,1280",20,78.98711866199983
test/stain/217.jpg,1,stain,23.738542556762695,16.47188949584961,1,1,25.062564849853516,"976,768,1488,1280",20,78.94162501900018
test/stain/22.jpg,1,stain,19.858802795410156,16.47188949584961,1,1,21.439041137695312,"384,768,896,1280",20,79.00302796200003
test/stain/226.jpg,1,stain,20.788223266601562,16.47188949584961,1,1,23.8591251373291,"768,384,1280,896",20,79.2247658440001
test/stain/229.jpg,1,stain,25.82018280029297,16.47188949584961,1,1,26.317729949951172,"0,1152,512,1664",20,79.20283552599994
test/stain/231.jpg,1,stain,14.860240936279297,16.47188949584961,0,0,16.509986877441406,"768,1472,1280,1984",20,79.32208770700026
test/stain/240.jpg,1,stain,11.037109375,16.47188949584961,0,0,11.221288681030273,"1152,0,1664,512",20,79.25683587600042
test/stain/249.jpg,1,stain,12.60737419128418,16.47188949584961,0,0,12.739699363708496,"0,0,512,512",20,79.35164821399985
test/stain/25.jpg,1,stain,16.19284439086914,16.47188949584961,0,0,16.827726364135742,"1152,384,1664,896",20,79.13806192200036
test/stain/255.jpg,1,stain,14.540979385375977,16.47188949584961,0,0,14.56457233428955,"0,0,512,512",20,79.280164539
test/stain/261.jpg,1,stain,13.193875312805176,16.47188949584961,0,0,14.767671585083008,"0,976,512,1488",20,79.41005185199992
test/stain/263.jpg,1,stain,14.802734375,16.47188949584961,0,0,15.198115348815918,"0,768,512,1280",20,79.27576769200004
test/stain/266.jpg,1,stain,31.203216552734375,16.47188949584961,1,1,32.330299377441406,"384,0,896,512",20,79.28083460200014
test/stain/267.jpg,1,stain,14.606280326843262,16.47188949584961,0,0,15.642715454101562,"1472,976,1984,1488",20,79.48468838000008
test/stain/269.jpg,1,stain,15.055807113647461,16.47188949584961,0,0,15.238009452819824,"1472,0,1984,512",20,79.11869738899986
test/stain/271.jpg,1,stain,10.467582702636719,16.47188949584961,0,0,10.853078842163086,"1472,0,1984,512",20,78.90830017200005
test/stain/273.jpg,1,stain,11.059318542480469,16.47188949584961,0,0,11.061439514160156,"0,0,512,512",20,79.32054409299963
test/stain/277.jpg,1,stain,14.952049255371094,16.47188949584961,0,0,16.37422752380371,"1472,0,1984,512",20,78.91757523500019
test/stain/281.jpg,1,stain,14.510238647460938,16.47188949584961,0,0,15.054222106933594,"1152,0,1664,512",20,78.88851470900045
test/stain/290.jpg,1,stain,28.540523529052734,16.47188949584961,1,1,39.218353271484375,"768,384,1280,896",20,79.11360540499936
test/stain/294.jpg,1,stain,38.830345153808594,16.47188949584961,1,1,48.361331939697266,"768,768,1280,1280",20,79.0722285640004
test/stain/295.jpg,1,stain,14.528017044067383,16.47188949584961,0,0,14.536550521850586,"384,0,896,512",20,78.65295813000012
test/stain/297.jpg,1,stain,11.916511535644531,16.47188949584961,0,0,12.231532096862793,"976,1472,1488,1984",20,79.37887385600061
test/stain/302.jpg,1,stain,42.7939453125,16.47188949584961,1,1,42.84184646606445,"384,0,896,512",20,79.3285962609998
test/stain/303.jpg,1,stain,38.226768493652344,16.47188949584961,1,1,44.01856231689453,"384,768,896,1280",20,79.12284919899957
test/stain/313.jpg,1,stain,31.803010940551758,16.47188949584961,1,1,33.426395416259766,"384,768,896,1280",20,77.82250826700056
test/stain/314.jpg,1,stain,27.48142433166504,16.47188949584961,1,1,29.1347713470459,"768,976,1280,1488",20,78.58843292200072
test/stain/318.jpg,1,stain,16.27460479736328,16.47188949584961,0,0,16.501239776611328,"384,0,896,512",20,79.01921323500028
test/stain/319.jpg,1,stain,19.25647735595703,16.47188949584961,1,1,20.687101364135742,"0,384,512,896",20,79.27414523300013
test/stain/32.jpg,1,stain,40.50658416748047,16.47188949584961,1,1,42.737831115722656,"384,384,896,896",20,78.11888620300033
test/stain/320.jpg,1,stain,14.286685943603516,16.47188949584961,0,0,14.599554061889648,"1472,768,1984,1280",20,79.07776526299949
test/stain/323.jpg,1,stain,14.885605812072754,16.47188949584961,0,0,15.008671760559082,"768,0,1280,512",20,79.07771678800054
test/stain/324.jpg,1,stain,16.383251190185547,16.47188949584961,0,0,17.617380142211914,"768,384,1280,896",20,78.82599263800057
test/stain/329.jpg,1,stain,39.34211349487305,16.47188949584961,1,1,41.87974548339844,"0,768,512,1280",20,78.11443131099986
test/stain/335.jpg,1,stain,22.184749603271484,16.47188949584961,1,1,23.61813735961914,"768,384,1280,896",20,79.00389181500032
test/stain/340.jpg,1,stain,12.632844924926758,16.47188949584961,0,0,12.975915908813477,"384,0,896,512",20,78.22694300100011
test/stain/343.jpg,1,stain,14.620241165161133,16.47188949584961,0,0,15.04369068145752,"384,0,896,512",20,78.74686498099982
test/stain/346.jpg,1,stain,10.681283950805664,16.47188949584961,0,0,10.703207969665527,"384,768,896,1280",20,78.77366230400003
test/stain/350.jpg,1,stain,11.848947525024414,16.47188949584961,0,0,13.308541297912598,"768,768,1280,1280",20,78.66097969900056
test/stain/365.jpg,1,stain,48.337921142578125,16.47188949584961,1,1,75.17536926269531,"384,384,896,896",20,78.9425895179993
test/stain/366.jpg,1,stain,55.771949768066406,16.47188949584961,1,1,67.06549072265625,"384,1152,896,1664",20,79.43093116799992
test/stain/37.jpg,1,stain,20.95899200439453,16.47188949584961,1,1,25.18631362915039,"976,0,1488,512",20,79.69892908699967
test/stain/373.jpg,1,stain,56.85258483886719,16.47188949584961,1,1,64.31027221679688,"768,1152,1280,1664",20,79.89512527600073
test/stain/375.jpg,1,stain,22.631208419799805,16.47188949584961,1,1,30.207597732543945,"1152,768,1664,1280",20,79.45631291599966
test/stain/376.jpg,1,stain,17.22480010986328,16.47188949584961,1,1,17.75075912475586,"768,768,1280,1280",20,79.32769886400001
test/stain/386.jpg,1,stain,14.39521598815918,16.47188949584961,0,0,15.246045112609863,"384,0,896,512",20,78.3319090899995
test/stain/387.jpg,1,stain,15.04493522644043,16.47188949584961,0,0,15.375712394714355,"0,976,512,1488",20,79.09154564099936
test/stain/388.jpg,1,stain,24.57860565185547,16.47188949584961,1,1,28.85943603515625,"384,768,896,1280",20,79.07757475200015
test/stain/389.jpg,1,stain,17.057785034179688,16.47188949584961,1,1,19.240535736083984,"384,768,896,1280",20,79.05429247699976
test/stain/390.jpg,1,stain,12.45219612121582,16.47188949584961,0,0,12.58748722076416,"0,1472,512,1984",20,78.81828818500071
test/stain/397.jpg,1,stain,11.492424011230469,16.47188949584961,0,0,11.730902671813965,"384,0,896,512",20,78.01669018299981
test/stain/40.jpg,1,stain,14.726668357849121,16.47188949584961,0,0,15.16232681274414,"976,0,1488,512",20,79.02356946199961
test/stain/45.jpg,1,stain,13.718353271484375,16.47188949584961,0,0,14.408345222473145,"0,0,512,512",20,79.94457424800021
test/stain/46.jpg,1,stain,14.672216415405273,16.47188949584961,0,0,15.040899276733398,"384,1152,896,1664",20,77.92218240199963
test/stain/48.jpg,1,stain,13.492225646972656,16.47188949584961,0,0,13.864238739013672,"768,0,1280,512",20,78.95185886499985
test/stain/51.jpg,1,stain,12.076313018798828,16.47188949584961,0,0,12.517521858215332,"384,1472,896,1984",20,78.64428319200033
test/stain/56.jpg,1,stain,13.61276626586914,16.47188949584961,0,0,13.642582893371582,"384,384,896,896",20,78.88865559199985
test/stain/61.jpg,1,stain,18.6826114654541,16.47188949584961,1,1,22.865917205810547,"384,384,896,896",20,79.24597891800022
test/stain/62.jpg,1,stain,13.7727632522583,16.47188949584961,0,0,14.662694931030273,"768,976,1280,1488",20,79.26946219399997
test/stain/66.jpg,1,stain,13.05368423461914,16.47188949584961,0,0,13.346907615661621,"1472,976,1984,1488",20,79.12219298899981
test/stain/74.jpg,1,stain,13.911348342895508,16.47188949584961,0,0,14.41204833984375,"1152,0,1664,512",20,79.26254275700103
test/stain/75.jpg,1,stain,16.827770233154297,16.47188949584961,1,1,17.706222534179688,"384,384,896,896",20,78.72889019600007
test/stain/82.jpg,1,stain,30.090545654296875,16.47188949584961,1,1,40.2310791015625,"1152,768,1664,1280",20,78.70262924599956
test/stain/87.jpg,1,stain,28.88359832763672,16.47188949584961,1,1,35.11404037475586,"976,0,1488,512",20,78.77091897500031
test/stain/89.jpg,1,stain,23.727161407470703,16.47188949584961,1,1,24.645444869995117,"976,1152,1488,1664",20,79.41406301999996
test/stain/92.jpg,1,stain,13.726785659790039,16.47188949584961,0,0,13.854475975036621,"0,768,512,1280",20,79.05357993799953
test/stain/93.jpg,1,stain,16.494348526000977,16.47188949584961,1,1,16.54424285888672,"768,976,1280,1488",20,79.10558369799946
test/stain/96.jpg,1,stain,9.170668601989746,16.47188949584961,0,0,9.2830228805542,"1152,768,1664,1280",20,78.43888884600165
test/stain/98.jpg,1,stain,26.361045837402344,16.47188949584961,1,1,27.056011199951172,"1472,384,1984,896",20,78.99615988000005
test/stain/99.jpg,1,stain,40.67539978027344,16.47188949584961,1,1,44.024261474609375,"976,1472,1488,1984",20,78.99867571200048
