archive_path,split,label,source_relative_path,sha256,width,height,mode
fabric_stain_pilot/test/good/8.jpg,test/good,good,defect free/8.jpg,6471f50d41c7a372acdfdbaf0bb55362ddddc33480dfc7c7f867c18decd71237,1984,1488,L
fabric_stain_pilot/test/stain/1.jpg,test/stain,stain,stain/1.jpg,1cd154abe6caeb87dce1c2436a3a2e5c59720d59932a8326ddc85b25765ab9bc,1488,1984,L
fabric_stain_pilot/test/stain/10.jpg,test/stain,stain,stain/10.jpg,a00ab562d426369035d852d0074fb54dd2485cf1d516978392dcd256dd83b6bb,1984,1488,L
fabric_stain_pilot/test/stain/100.jpg,test/stain,stain,stain/100.jpg,72f11c5412bb5e51d5485364c2f9b015731eab15e10b49a1a1ea87ec0419f8da,1488,1984,L
fabric_stain_pilot/test/stain/101.jpg,test/stain,stain,stain/101.jpg,40eca5921ea06876a9bccfc1bc7f15a7a49a66480b351c2d1c00aa97b5622506,1984,1488,L
fabric_stain_pilot/test/stain/102.jpg,test/stain,stain,stain/102.jpg,8634b2027063f77e077d08fe630527cb959921d67b41c4d01c2b9da453599c70,1984,1488,L
fabric_stain_pilot/test/stain/103.jpg,test/stain,stain,stain/103.jpg,147f9a38df06c1c582071beb2faa803749e2acac7a573d365d9ce1f1a872c342,1488,1984,L
fabric_stain_pilot/test/stain/104.jpg,test/stain,stain,stain/104.jpg,de9706f49f30b4877f2feb7bb11fb7954b7a284947280c22b3a28705261cf95d,1984,1488,L
fabric_stain_pilot/test/stain/105.jpg,test/stain,stain,stain/105.jpg,c54059057c38e52fe35384a69ebfa481ec59c70a3f27b3b78076b85af7e8e6a0,1984,1488,L
fabric_stain_pilot/test/stain/106.jpg,test/stain,stain,stain/106.jpg,b86a9ac12dd487617fa55b5191b40c904f3a65eb0413fc4fc22d8373180c3ce1,1488,1984,L
fabric_stain_pilot/test/stain/107.jpg,test/stain,stain,stain/107.jpg,27a538387afde994bc88e0206b0ed82d09ef4e27de07ffd2498177c5fb055a72,1488,1984,L
fabric_stain_pilot/test/stain/108.jpg,test/stain,stain,stain/108.jpg,826169537a3cbd2a406214752b72efdcb656825bc558287b54f20bddeb758504,1488,1984,L
fabric_stain_pilot/test/stain/109.jpg,test/stain,stain,stain/109.jpg,c3f0a5b6f3f33ba954270a43a8f4672f3b9fa365c05f9cffba0bf4bb53eeb1d1,1488,1984,L
fabric_stain_pilot/test/stain/11.jpg,test/stain,stain,stain/11.jpg,dd379fd5875e3c8cbf990be0bafea4fc258aba88a103e30189691a375a99d989,1984,1488,L
fabric_stain_pilot/test/stain/110.jpg,test/stain,stain,stain/110.jpg,f24b95b68f0ed84ed5ac0243dff7192a0644e21ba8f4cf6686441f8692e43a6e,1488,1984,L
fabric_stain_pilot/test/stain/111.jpg,test/stain,stain,stain/111.jpg,df6ec656f5d7f56ee92f35bd84c48b31fdc7d4f6e6b21e1a3cfba6d2b98a7c1b,1984,1488,L
fabric_stain_pilot/test/stain/112.jpg,test/stain,stain,stain/112.jpg,efb31bc3fee77bdb2110700ba08a8e6e98af93a044a1d7db89178b3c435e1e1a,1488,1984,L
fabric_stain_pilot/test/stain/113.jpg,test/stain,stain,stain/113.jpg,fb7f25213c0312b4e4f1ab6249911e788f5ae0c3aa9d4f81244b0d3fa862612f,1984,1488,L
fabric_stain_pilot/test/stain/114.jpg,test/stain,stain,stain/114.jpg,c7e49ba2a6d9d8e0fb8f5b93213ebc916518191c471fc6b7ca72aa2075cc8388,1488,1984,L
fabric_stain_pilot/test/stain/115.jpg,test/stain,stain,stain/115.jpg,09afbe71013a0828612fc0c9b0074b5a49583ba3aef213b1e54d5b270e8aa0b5,1488,1984,L
fabric_stain_pilot/test/stain/116.jpg,test/stain,stain,stain/116.jpg,cd10db0c501a5e6dffaf448e86d6a5355ae435cf6797ec86d8616cb80cf976a6,1488,1984,L
fabric_stain_pilot/test/stain/117.jpg,test/stain,stain,stain/117.jpg,9524f5f32ead1a4b253cb46c4014eb51e8bc8d9f1d1ecfaede81163a3ce6e7d9,1488,1984,L
fabric_stain_pilot/test/stain/118.jpg,test/stain,stain,stain/118.jpg,85b3e1ca1cc9ed967d8a1954377c8e75e0b998d62d071193b7ef60ad2c2ff1f4,1984,1488,L
fabric_stain_pilot/test/stain/119.jpg,test/stain,stain,stain/119.jpg,650a7b971c97bc688c4b029faf0f011c718933fc1736ebd771a372cba57082b1,1984,1488,L
fabric_stain_pilot/test/stain/12.jpg,test/stain,stain,stain/12.jpg,2938e8798599b6c9ed1dbc6a14c7af2bc1e24c98a65008c3f4b50b544b76f2db,1984,1488,L
fabric_stain_pilot/test/stain/120.jpg,test/stain,stain,stain/120.jpg,0bc8f5151731eb83a0f2fa4ce925cbc63d60d066c0ec9010ab49904bb86f9fb6,1984,1488,L
fabric_stain_pilot/test/stain/121.jpg,test/stain,stain,stain/121.jpg,c866f5ecffe3440be4fdf7757d7a71f28bbdd7bfd4361b7b1d2d8a59bd3e987d,1984,1488,L
fabric_stain_pilot/test/stain/122.jpg,test/stain,stain,stain/122.jpg,74988818de32c683c0d02828ef8738067effebeb259365e4b40dbd79824275e8,1984,1488,L
fabric_stain_pilot/test/stain/123.jpg,test/stain,stain,stain/123.jpg,07bcc34dec8c94fdb9d8a2c713399a889466486ee0ebd5d5d6958e9b2e5a9d1d,1984,1488,L
fabric_stain_pilot/test/stain/124.jpg,test/stain,stain,stain/124.jpg,b1c31589447daaca5d547a955d2403af32bca15a28a675dedca53afd219ec83a,1984,1488,L
fabric_stain_pilot/test/stain/125.jpg,test/stain,stain,stain/125.jpg,acc57597d088de3efdd80cf517b8f51292d78351b82cf6ec4000f466bb882ac9,1984,1488,L
fabric_stain_pilot/test/stain/126.jpg,test/stain,stain,stain/126.jpg,c893051effc75d31d7c6f818c58f5814460c601fe0487a362c7c2b95fe6cdaf6,1984,1488,L
fabric_stain_pilot/test/stain/127.jpg,test/stain,stain,stain/127.jpg,dd2be8b2a9e637979c7b1950cef72829d97c75952daacb45d851443eacd22330,1984,1488,L
fabric_stain_pilot/test/stain/128.jpg,test/stain,stain,stain/128.jpg,f6805b0ed522d71ed1494a7bf76d72c15d3e3a5c19218131cffdae7fa07034e7,1984,1488,L
fabric_stain_pilot/test/stain/129.jpg,test/stain,stain,stain/129.jpg,d81f118842183f5bebd1c0691099ec25e87cf7d61266732777fa271107f4ba39,1984,1488,L
fabric_stain_pilot/test/stain/13.jpg,test/stain,stain,stain/13.jpg,66ccd5180b2436c9a303fb24a6683d942767f69adb829d69a03c6e2d888f4f08,1984,1488,L
fabric_stain_pilot/test/stain/130.jpg,test/stain,stain,stain/130.jpg,4de4bb837009f74a7fd902925d9d8f213fd3969498b50bf19e4353e8c7af2dc8,1984,1488,L
fabric_stain_pilot/test/stain/131.jpg,test/stain,stain,stain/131.jpg,46c052c3f3e6259aa50281d43e64248347a565b84dc677301069ddd75e36873c,1984,1488,L
fabric_stain_pilot/test/stain/132.jpg,test/stain,stain,stain/132.jpg,1272c2a0282a3e0c1d6971cccaa7dca501cdc20b50cb5a5398e67933ccbc3738,1984,1488,L
fabric_stain_pilot/test/stain/133.jpg,test/stain,stain,stain/133.jpg,1417cedc4ad4f5266ee25559febc4024f0f9a4714e2408e9a944305b3d349d02,1984,1488,L
fabric_stain_pilot/test/stain/134.jpg,test/stain,stain,stain/134.jpg,27303db6465cd1b6e092fc7cc20069e21f44369a605568393949e9b937c00d0f,1984,1488,L
fabric_stain_pilot/test/stain/135.jpg,test/stain,stain,stain/135.jpg,ba60d2a056c8d1a999df01254013bfd5b978be92ffcadfb1415a805ca808309d,1984,1488,L
fabric_stain_pilot/test/stain/136.jpg,test/stain,stain,stain/136.jpg,7df5ec8df913da1b53ae21cd8090ec0ef38fcfedff2e2d514b5476061081b5a0,1984,1488,L
fabric_stain_pilot/test/stain/137.jpg,test/stain,stain,stain/137.jpg,13c68049061c4093b8b371888a34f53bd1129629ae4016bb6980539b14c2f1b6,1984,1488,L
fabric_stain_pilot/test/stain/138.jpg,test/stain,stain,stain/138.jpg,d394c8db2a6105dbf578cea06054bbd1b68e962492c800eb6737409c75acf7e6,1488,1984,L
fabric_stain_pilot/test/stain/139.jpg,test/stain,stain,stain/139.jpg,6c6aa9a3691df8e16c78494ece6bcd22e6e6d03b5fe9832d6dc05b5bfcd7b4bd,1488,1984,L
fabric_stain_pilot/test/stain/14.jpg,test/stain,stain,stain/14.jpg,32dba5d980140a03d737c77aeb8f4f276775601c8236f8ffc565de1868890043,1984,1488,L
fabric_stain_pilot/test/stain/140.jpg,test/stain,stain,stain/140.jpg,d4c9e1325750a487380012ec4212d888ec2e0c0fe18e86aa7cf7bce3ad37e289,1488,1984,L
fabric_stain_pilot/test/stain/141.jpg,test/stain,stain,stain/141.jpg,a42d32cbb5b0ff16d897fa2055259e88beeba14b83c0c358b63c6f7fa37944aa,1488,1984,L
fabric_stain_pilot/test/stain/142.jpg,test/stain,stain,stain/142.jpg,8bb308c5b3d12505ac37609c6586a703fea8fa72755ab6542e02c36193b0a135,1488,1984,L
fabric_stain_pilot/test/stain/143.jpg,test/stain,stain,stain/143.jpg,7178d621f784d0e324ec6728f91c3f27c4f4c2e6314eaee152f2f5c7dbfc66b2,1488,1984,L
fabric_stain_pilot/test/stain/144.jpg,test/stain,stain,stain/144.jpg,3110aceb7a2511c3155eb8e435ab16a7ff4aab48b645e7cff45e02bfc530a8c3,1488,1984,L
fabric_stain_pilot/test/stain/145.jpg,test/stain,stain,stain/145.jpg,7e4d9f0a5aef094e26c725162dab75d6cc090648bb5c34c714173886d412ea56,1488,1984,L
fabric_stain_pilot/test/stain/146.jpg,test/stain,stain,stain/146.jpg,4e59da7a9df22973a44b083f61e3e79841afad9aaa693af0b5b586abc9680574,1488,1984,L
fabric_stain_pilot/test/stain/147.jpg,test/stain,stain,stain/147.jpg,253a03b16a5509c9bc1d09208a5117b52b4baf1a661d89b28895de62873c8c69,1488,1984,L
fabric_stain_pilot/test/stain/148.jpg,test/stain,stain,stain/148.jpg,89982afaba4d6293ac29c3014e29ba0eccea17158a2cfcdbf02c3fc387f84f7a,1488,1984,L
fabric_stain_pilot/test/stain/149.jpg,test/stain,stain,stain/149.jpg,32700a3848eef2e5f3bb54df82af4bd7db6876b5d19478fdf3560bb923e14b04,1488,1984,L
fabric_stain_pilot/test/stain/15.jpg,test/stain,stain,stain/15.jpg,9c0aaa6dfc66876598fd776e2a971c1445f6d64a5c7f0d9fd58da66211064332,1984,1488,L
fabric_stain_pilot/test/stain/150.jpg,test/stain,stain,stain/150.jpg,99e51d6e83c43d876530ca325f4a4ac23256e83efcc922c9c9225232bac68b36,1488,1984,L
fabric_stain_pilot/test/stain/151.jpg,test/stain,stain,stain/151.jpg,2ae029aab5c4326843397d1fe0f315885c62e9c10ceec86c97de5ac8fe2656d3,1488,1984,L
fabric_stain_pilot/test/stain/152.jpg,test/stain,stain,stain/152.jpg,5b7dac3823d5573a30017c57810e29066430ebc64dfc60be78588741cf743947,1488,1984,L
fabric_stain_pilot/test/stain/153.jpg,test/stain,stain,stain/153.jpg,b61135e2d6ad188c1db95139ddabdad861f936dd19a82646938fbd4829b7bdeb,1488,1984,L
fabric_stain_pilot/test/stain/154.jpg,test/stain,stain,stain/154.jpg,efdd912727cb3a3e6450ee4cc9d97f8f0cba848f0c1d0c4c33f074a84f2c414d,1488,1984,L
fabric_stain_pilot/test/stain/155.jpg,test/stain,stain,stain/155.jpg,a2e0b9c6d541cf2788e20d0115bbce0b0d98005ca4ff8a826c04096db0c881af,1488,1984,L
fabric_stain_pilot/test/stain/156.jpg,test/stain,stain,stain/156.jpg,24e701dcd7b5cc88f8360c141b5004aa76824f05fdc32a5cd43555bdc044441b,1488,1984,L
fabric_stain_pilot/test/stain/157.jpg,test/stain,stain,stain/157.jpg,3ce06e013267ee21618a26b003c03c9ab7e21b415001c17fa973ebda26bb0d92,1488,1984,L
fabric_stain_pilot/test/stain/158.jpg,test/stain,stain,stain/158.jpg,c7b27f7986275ec909fe3ec391f8894f409f91574e3812c280ccdf02fac3e765,1488,1984,L
fabric_stain_pilot/test/stain/159.jpg,test/stain,stain,stain/159.jpg,c0f8b789de7642c28b62c9fb1966c20b9089ba94ef9a0832f34f034c38e01f20,1984,1488,L
fabric_stain_pilot/test/stain/16.jpg,test/stain,stain,stain/16.jpg,ae6259c6a7efdc9b967fde90949f25e3c1d3121b576852fddbfc5c1da2d068ad,1984,1488,L
fabric_stain_pilot/test/stain/160.jpg,test/stain,stain,stain/160.jpg,710130eb1f484538cd938aebe47882e57334f1bde87a66a7b6a3ebcd4bf63311,1984,1488,L
fabric_stain_pilot/test/stain/161.jpg,test/stain,stain,stain/161.jpg,34bab2e6672599698594995f0a7be8c2bc8f26eebc023f696456c983052c1ee3,1984,1488,L
fabric_stain_pilot/test/stain/162.jpg,test/stain,stain,stain/162.jpg,06b22f714466dd423c5a46064173bf32b4119f1f21de2fcf04a88fca9bfa0bf5,1984,1488,L
fabric_stain_pilot/test/stain/163.jpg,test/stain,stain,stain/163.jpg,c68c10fde51ef8c744bbacf87f5c7cea8505641fe9c1f7046aea14d5f1d5103e,1984,1488,L
fabric_stain_pilot/test/stain/164.jpg,test/stain,stain,stain/164.jpg,6cb0537419d42da489c6f3a6f03492200de895342a3debe55f7e656ea445f70a,1984,1488,L
fabric_stain_pilot/test/stain/165.jpg,test/stain,stain,stain/165.jpg,e7eda964a6c65bb313ace6ed311bdbf87c8522a453baabf4181467bd3543f3a3,1984,1488,L
fabric_stain_pilot/test/stain/166.jpg,test/stain,stain,stain/166.jpg,8dfae836c8b5efcde8c4ea8893c9de52432901912069e0cf80b602915c25f1c9,1984,1488,L
fabric_stain_pilot/test/stain/167.jpg,test/stain,stain,stain/167.jpg,d0481e28af5f64869f909fb8987537849acb19fec44d95b8f29b3412a97c87f7,1984,1488,L
fabric_stain_pilot/test/stain/168.jpg,test/stain,stain,stain/168.jpg,7f2fdf99775fa5225611b3a5c2019adf9ad1bc3b739db8a64a9b9b892b91dc70,1984,1488,L
fabric_stain_pilot/test/stain/169.jpg,test/stain,stain,stain/169.jpg,75bedc56310ec5bfbad75e325f1778c41ceeb8789f7976367d972e588140a339,1984,1488,L
fabric_stain_pilot/test/stain/17.jpg,test/stain,stain,stain/17.jpg,e478e0f31099b0197e09e3912eec106a05c3ebbc66955957995057f2ca790396,1984,1488,L
fabric_stain_pilot/test/stain/170.jpg,test/stain,stain,stain/170.jpg,452795578ef5b5f46d67c39cd0a17a2133a783b39079965bd01a7356d4343c61,1984,1488,L
fabric_stain_pilot/test/stain/171.jpg,test/stain,stain,stain/171.jpg,831ca1d3ad6d818567e8ad59f454cefb7aab6871efe323089a97d98638c4ccb5,1984,1488,L
fabric_stain_pilot/test/stain/172.jpg,test/stain,stain,stain/172.jpg,f67c25da534d8e952590a821b4b15c9c9c75574ff7ad6d66f63f6888ebac6f66,1984,1488,L
fabric_stain_pilot/test/stain/173.jpg,test/stain,stain,stain/173.jpg,e7bfc72ce1753cb017a868c888309b6a42a6215383c32713dd2302aab5e7de24,1984,1488,L
fabric_stain_pilot/test/stain/174.jpg,test/stain,stain,stain/174.jpg,4a0bfa677cc786cbe165e0254bfe643206fc04a0f3d3c52227b606db245fe9e8,1984,1488,L
fabric_stain_pilot/test/stain/175.jpg,test/stain,stain,stain/175.jpg,e87ca7d0a2433ba1f11561fe0a098924763c6bea86d78ecf4e4ef58c1d85d75c,1984,1488,L
fabric_stain_pilot/test/stain/176.jpg,test/stain,stain,stain/176.jpg,a2c58a41e146bf2c24b00f0dc96118a988d13132991d7e875997417fd8ea0994,1984,1488,L
fabric_stain_pilot/test/stain/177.jpg,test/stain,stain,stain/177.jpg,33ecf859dbed8f197051a9661a775b99c27e0fd9f0115f602b6949d502986620,1984,1488,L
